label,area,soil_type,ph,n,p,k,humidity,temperature,rainfall
barley,23596.0,,6.0,60.0,20.0,40.0,39.96,22.21,721.57
rice,83273.0,,6.0,60.0,20.0,40.0,39.96,22.21,721.57
maize,299801.0,,6.0,60.0,20.0,40.0,39.96,22.21,721.57
wheat,359439.0,,6.0,60.0,20.0,40.0,39.96,22.21,721.57
rice,,silt,6.1,147.0,65.0,64.0,83.61,16.55,721.81
rice,,clay,5.09,137.0,90.0,149.0,34.4,11.33,721.98
urad,7000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
dry chillies,8000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
onion,9200.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
other cereals,16000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
ragi,16200.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
maize,22800.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
other  rabi pulses,24000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
banana,28600.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
other kharif pulses,34200.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
garlic,41800.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
soyabean,42100.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
moth,45700.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
other cereals,53300.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
jowar,55800.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
tobacco,62600.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
onion,63600.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
moong(green gram),65500.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
jowar,68200.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
other oilseeds,69600.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
sesamum,70800.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
potato,77800.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
rice,84200.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
tobacco,95400.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
urad,96200.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
maize,106100.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
guar seed,128300.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
sesamum,175700.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
moong(green gram),200000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
sugarcane,201900.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
rapeseed &mustard,207600.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
groundnut,232300.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
gram,239900.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
arhar/tur,244400.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
maize,387000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
bajra,432500.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
bajra,433800.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
rice,751300.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
castor seed,877700.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
wheat,1350600.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
groundnut,1454000.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
cotton(lint),3003100.0,,7.8,75.0,38.0,28.0,50.81,27.33,721.98
sugarcane,,loamy,6.73,104.0,27.0,52.0,72.72,25.22,722.18
maize,,sandy,6.47,39.0,18.0,142.0,77.64,36.41,722.84
maize,,clay,7.15,64.0,18.0,114.0,49.04,21.08,723.05
rice,,sandy,7.96,59.0,95.0,113.0,60.37,23.48,723.09
rice,,sandy,7.85,106.0,61.0,43.0,75.93,17.07,723.21
potato,,clay,6.01,111.0,89.0,53.0,58.51,33.36,723.26
rice,,loamy,4.95,163.0,27.0,45.0,69.04,27.53,723.48
sugarcane,,clay,5.4,83.0,33.0,47.0,62.08,26.66,723.77
maize,,loamy,6.96,170.0,82.0,76.0,51.77,12.36,724.15
potato,,silt,7.82,150.0,39.0,52.0,60.74,14.71,724.18
rice,,silt,7.18,97.0,89.0,106.0,34.18,16.95,724.36
wheat,,clay,7.77,35.0,80.0,70.0,68.4,26.09,724.52
cotton,,clay,7.65,84.0,63.0,125.0,84.77,26.69,724.72
wheat,,loamy,6.43,44.0,73.0,133.0,72.64,33.68,725.14
maize,,loamy,7.01,107.0,72.0,100.0,47.19,17.19,725.21
maize,,sandy,7.44,133.0,89.0,45.0,39.18,30.4,725.26
potato,,silt,5.71,76.0,75.0,94.0,64.21,24.2,725.37
rice,,sandy,6.36,101.0,81.0,86.0,44.57,31.08,726.23
maize,,sandy,6.26,137.0,77.0,85.0,67.38,16.81,726.27
potato,,sandy,6.66,157.0,18.0,41.0,48.3,16.88,726.38
wheat,,silt,5.9,159.0,66.0,57.0,38.79,15.98,726.52
cotton,,clay,7.77,104.0,61.0,83.0,47.33,25.7,726.59
cotton,,silt,6.36,105.0,33.0,103.0,32.25,19.38,726.88
potato,,clay,4.89,73.0,73.0,60.0,38.45,32.71,726.92
sugarcane,,clay,7.89,177.0,86.0,53.0,89.64,10.75,727.14
cotton,,silt,7.24,169.0,81.0,68.0,79.56,12.56,727.39
maize,,clay,7.81,143.0,31.0,109.0,89.21,18.35,727.91
wheat,,loamy,8.07,176.0,90.0,140.0,51.24,22.45,728.12
cotton,,sandy,7.33,45.0,21.0,50.0,50.76,27.77,728.34
rice,,clay,7.59,156.0,86.0,60.0,44.47,34.64,728.61
potato,,silt,7.11,37.0,55.0,118.0,85.45,27.66,728.74
rice,,sandy,7.42,117.0,48.0,121.0,82.28,36.09,729.18
wheat,,silt,6.6,94.0,96.0,56.0,60.81,10.35,729.27
wheat,,sandy,7.38,108.0,25.0,134.0,44.99,16.72,729.5
cotton,,silt,7.48,85.0,28.0,128.0,85.66,20.37,729.6
wheat,,sandy,5.26,45.0,72.0,41.0,88.95,36.91,729.74
sugarcane,,sandy,7.4,122.0,47.0,131.0,51.04,20.18,729.85
mustard,,,6.1,110.0,65.0,90.0,,26.0,730.0
garlic,429.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
arecanut,562.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
linseed,744.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
sweet potato,980.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
small millets,1841.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
ginger,2369.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
arhar/tur,2841.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
other kharif pulses,3459.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
cowpea(lobia),4718.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
ragi,5379.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
other  rabi pulses,5856.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
horse-gram,5878.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
potato,6057.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
rapeseed &mustard,6617.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
niger seed,6880.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
other oilseeds,6967.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
wheat,8255.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
safflower,10080.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
bajra,10748.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
tapioca,12793.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
coriander,12821.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
cowpea(lobia),15567.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
onion,17378.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
horse-gram,24983.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
mesta,25760.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
small millets,27150.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
bajra,32415.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
sesamum,33178.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
ragi,37057.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
sesamum,39315.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
onion,39613.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
dry chillies,47251.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
other oilseeds,49216.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
banana,62103.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
urad,62571.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
jowar,103263.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
coconut,103967.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
soyabean,130488.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
moong(green gram),131376.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
cashewnut,137898.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
moong(green gram),152088.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
sunflower,157535.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
jowar,173335.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
dry chillies,201013.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
sugarcane,204038.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
tobacco,213472.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
groundnut,250382.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
castor seed,253280.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
maize,332805.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
urad,477139.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
arhar/tur,478657.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
maize,530919.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
gram,564754.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
groundnut,1056654.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
rice,1221899.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
cotton(lint),2062999.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
rice,2873949.0,,6.8,78.0,45.0,22.0,68.3,27.96,730.18
potato,,silt,7.34,60.0,72.0,56.0,53.25,20.61,730.5
sugarcane,,silt,7.17,95.0,91.0,122.0,68.05,11.37,731.01
rice,,clay,6.67,177.0,42.0,123.0,83.99,29.83,731.81
wheat,,silt,6.99,37.0,32.0,79.0,33.2,22.38,731.96
maize,,sandy,7.4,102.0,58.0,66.0,40.81,38.24,732.4
maize,,loamy,7.97,46.0,64.0,69.0,57.73,24.86,732.52
cotton,,silt,5.41,153.0,17.0,111.0,36.29,19.73,732.59
wheat,,sandy,6.08,111.0,82.0,144.0,34.39,32.78,732.62
sugarcane,,clay,6.66,105.0,56.0,79.0,74.21,21.02,732.63
sugarcane,,silt,5.04,134.0,22.0,41.0,37.05,25.73,732.96
ginger,3.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
turmeric,4.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
moong(green gram),72.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
linseed,165.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
gram,166.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
other  rabi pulses,174.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
onion,432.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
garlic,653.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
potato,1312.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
peas & beans (pulses),1512.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
barley,11893.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
rapeseed &mustard,59947.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
wheat,292380.0,,6.7,70.0,25.0,42.0,56.18,9.43,733.16
cotton,,sandy,5.39,80.0,83.0,131.0,34.22,37.89,733.23
cotton,,silt,6.68,78.0,77.0,69.0,71.36,23.94,733.91
sugarcane,,sandy,7.43,144.0,70.0,49.0,31.95,18.79,734.06
wheat,,silt,5.23,178.0,56.0,119.0,88.28,16.19,734.56
cotton,,loamy,7.02,34.0,76.0,63.0,68.81,14.66,735.42
wheat,,loamy,6.83,138.0,53.0,37.0,46.37,29.02,735.51
potato,,sandy,7.54,154.0,38.0,79.0,69.14,15.54,735.59
potato,,clay,5.05,67.0,69.0,27.0,40.82,11.44,735.77
rice,,silt,7.03,91.0,83.0,105.0,79.61,34.61,735.79
sugarcane,,clay,6.68,152.0,60.0,143.0,59.08,38.35,736.12
cotton,,loamy,5.53,88.0,55.0,100.0,73.13,22.57,736.24
maize,,loamy,7.62,118.0,30.0,127.0,77.44,36.72,736.57
maize,,loamy,5.54,38.0,76.0,107.0,38.27,28.86,736.86
potato,,silt,6.67,126.0,24.0,118.0,70.27,35.89,736.96
cotton,,sandy,5.63,144.0,83.0,138.0,35.71,17.16,737.45
potato,,loamy,7.65,113.0,81.0,38.0,67.93,32.65,737.58
sugarcane,,silt,6.83,159.0,77.0,68.0,75.23,14.53,737.72
rice,,clay,5.3,125.0,96.0,77.0,55.99,29.02,737.8
small millets,60.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
tobacco,422.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
turmeric,875.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
ginger,955.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
guar seed,1755.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
sannhamp,1992.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
sunflower,2198.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
banana,4582.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
coriander,7474.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
cotton(lint),7688.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
small millets,8249.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
onion,10390.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
maize,10620.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
dry chillies,13547.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
onion,13796.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
sweet potato,14069.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
linseed,16715.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
rice,24595.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
tobacco,31216.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
garlic,33599.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
soyabean,35542.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
moong(green gram),45628.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
urad,47215.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
moong(green gram),64569.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
maize,87544.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
groundnut,96912.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
barley,124744.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
jowar,154827.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
arhar/tur,264746.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
gram,267629.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
peas & beans (pulses),286340.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
masoor,334700.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
sesamum,545983.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
urad,570013.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
rapeseed &mustard,593351.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
maize,605036.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
potato,612600.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
bajra,974881.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
sugarcane,2168888.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
rice,5837445.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
wheat,9644838.0,,7.6,120.0,45.0,35.0,46.65,26.55,737.89
wheat,,silt,5.34,79.0,39.0,42.0,44.37,25.54,738.17
cotton,,loamy,6.79,77.0,29.0,24.0,30.08,18.96,738.36
potato,,sandy,4.89,94.0,84.0,113.0,51.21,39.66,738.4
cotton,,silt,7.61,95.0,52.0,63.0,68.63,21.03,739.28
rice,,clay,8.08,133.0,21.0,73.0,61.08,20.81,739.4
wheat,,loamy,6.78,95.0,15.0,136.0,77.01,14.9,739.53
rice,,loamy,5.39,107.0,32.0,135.0,42.47,28.46,739.82
sugarcane,,clay,6.35,80.0,69.0,117.0,42.85,23.87,739.94
finger millet (ragi),,,6.5,44.0,27.0,34.0,,26.0,740.0
potato,,loamy,5.62,162.0,26.0,59.0,49.52,30.67,740.06
potato,,silt,6.35,172.0,28.0,131.0,40.22,35.24,740.21
sugarcane,,loamy,6.72,35.0,97.0,140.0,71.55,11.73,740.27
other oilseeds,60.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
barley,1230.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
other kharif pulses,2900.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
urad,3780.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
soyabean,3890.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
small millets,4340.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
rapeseed &mustard,4800.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
potato,5760.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
maize,6000.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
wheat,8330.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
rice,14790.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
maize,36720.0,,5.5,50.0,20.0,30.0,72.52,7.24,740.4
wheat,,sandy,6.16,162.0,98.0,65.0,59.32,33.8,740.47
potato,,loamy,7.52,113.0,32.0,52.0,54.77,33.59,741.21
small millets,1.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
safflower,5.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
turmeric,9.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
soyabean,33.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
potato,37.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
ginger,39.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
coriander,46.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
garlic,191.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
sweet potato,199.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
ragi,296.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
horse-gram,353.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
castor seed,466.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
ragi,838.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
small millets,851.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
sunflower,951.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
cowpea(lobia),1058.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
arhar/tur,1289.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
horse-gram,1310.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
banana,1579.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
cashewnut,1841.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
coriander,1899.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
ginger,1978.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
tobacco,2599.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
bajra,3134.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
potato,3192.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
sesamum,3268.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
tobacco,4005.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
safflower,4364.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
cowpea(lobia),4900.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
sunflower,4941.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
wheat,5409.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
onion,6153.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
onion,9423.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
urad,10903.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
moong(green gram),11023.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
bajra,13563.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
dry chillies,14653.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
sesamum,17626.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
groundnut,26674.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
jowar,27810.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
sugarcane,29357.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
urad,41279.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
castor seed,44442.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
turmeric,50566.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
jowar,61943.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
gram,101431.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
dry chillies,109671.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
moong(green gram),134700.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
groundnut,140417.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
maize,165415.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
soyabean,276543.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
arhar/tur,386156.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
maize,636407.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
rice,889351.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
rice,939223.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
cotton(lint),1408760.0,,7.0,77.0,48.0,24.0,58.22,26.23,741.24
wheat,,loamy,5.81,105.0,15.0,135.0,79.54,33.73,741.32
cotton,,sandy,6.22,124.0,71.0,138.0,59.91,32.83,741.41
potato,,clay,6.62,86.0,55.0,44.0,76.21,39.34,742.09
sugarcane,,loamy,7.85,124.0,21.0,105.0,37.21,38.63,742.78
wheat,,clay,6.64,141.0,20.0,140.0,68.43,15.7,742.8
rice,,loamy,7.2,97.0,90.0,62.0,49.22,17.47,743.06
wheat,,silt,6.46,151.0,29.0,52.0,78.06,37.68,743.44
maize,,silt,6.18,154.0,95.0,87.0,49.93,16.62,743.55
sugarcane,,sandy,8.12,115.0,45.0,72.0,38.93,23.78,743.77
sugarcane,,loamy,5.86,87.0,72.0,117.0,30.72,34.32,743.97
wheat,,clay,6.76,39.0,39.0,60.0,48.53,34.99,743.99
sugarcane,,loamy,8.01,94.0,33.0,121.0,34.69,17.08,743.99
rice,,silt,5.48,115.0,40.0,95.0,84.73,35.64,744.16
rice,,loamy,8.11,91.0,51.0,36.0,71.56,15.54,744.17
rice,,loamy,6.13,51.0,31.0,85.0,33.5,12.94,744.54
rice,,sandy,7.49,48.0,27.0,89.0,88.85,32.87,744.74
wheat,,silt,7.68,175.0,40.0,136.0,33.59,21.92,744.78
maize,,silt,7.38,130.0,28.0,48.0,53.8,22.38,745.17
sugarcane,,sandy,5.61,34.0,77.0,27.0,77.58,38.27,745.23
potato,,loamy,7.67,121.0,72.0,114.0,55.95,26.01,745.77
wheat,,silt,7.85,118.0,58.0,140.0,41.67,15.53,745.98
sugarcane,,clay,5.16,42.0,91.0,85.0,86.93,10.49,746.46
sweet potato,10.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
cotton(lint),90.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
sesamum,410.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
rapeseed &mustard,590.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
onion,640.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
other kharif pulses,1870.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
ginger,2140.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
peas & beans (pulses),4090.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
banana,4420.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
maize,5060.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
dry chillies,7450.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
rice,162570.0,,5.9,58.0,17.0,37.0,65.33,21.19,746.54
rice,,sandy,7.41,95.0,63.0,119.0,34.22,35.49,746.58
rice,,loamy,7.53,67.0,70.0,128.0,58.83,36.69,746.68
sugarcane,,clay,6.67,117.0,88.0,100.0,35.34,25.91,747.04
horse-gram,1.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
cotton(lint),4.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
masoor,6.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
turmeric,14.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
onion,16.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
ginger,23.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
sannhamp,25.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
sugarcane,45.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
small millets,74.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
linseed,122.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
bajra,139.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
cowpea(lobia),162.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
barley,189.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
peas & beans (pulses),210.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
cowpea(lobia),256.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
other  rabi pulses,548.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
onion,612.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
dry chillies,646.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
garlic,745.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
horse-gram,798.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
moong(green gram),806.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
moth,1111.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
other oilseeds,1234.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
potato,1387.0,,6.7,70.0,25.0,42.0,54.96,10.36,747.32
