label,n,p,k,ph,temperature,rainfall,humidity,soil_texture
7.0,57.0,58.0,77.0,7.98,18.73,81.2,17.58,1.0
3.0,63.0,35.0,16.0,6.27,22.03,83.73,65.36,3.0
9.0,5.0,45.0,21.0,6.49,28.36,43.05,88.01,1.0
3.0,98.0,35.0,18.0,6.25,23.8,91.76,74.83,3.0
4.0,21.0,29.0,12.0,6.44,22.3,117.37,92.16,1.0
3.0,94.0,50.0,19.0,5.87,23.3,97.59,73.63,3.0
3.0,86.0,55.0,21.0,6.8,21.54,109.75,59.64,3.0
2.0,29.0,22.0,40.0,6.15,23.63,107.68,89.73,3.0
7.0,49.0,69.0,82.0,6.26,18.32,81.79,15.36,1.0
2.0,5.0,24.0,40.0,6.3,24.69,104.67,93.87,3.0
8.0,100.0,14.0,49.0,6.37,29.49,26.02,91.08,3.0
0.0,32.0,68.0,19.0,5.51,24.63,149.74,18.18,0.0
6.0,64.0,45.0,43.0,5.53,25.63,209.9,83.53,0.0
7.0,29.0,77.0,75.0,7.78,17.5,72.94,15.48,1.0
0.0,1.0,62.0,23.0,5.61,15.44,139.03,18.37,0.0
2.0,8.0,23.0,44.0,7.13,18.47,108.48,89.69,3.0
6.0,68.0,57.0,43.0,5.71,26.09,182.9,80.38,0.0
8.0,102.0,11.0,47.0,6.5,27.99,27.15,92.78,3.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
3.0,61.0,44.0,17.0,6.93,26.1,102.27,71.57,3.0
2.0,23.0,5.0,44.0,7.16,21.21,107.57,94.26,3.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
9.0,31.0,51.0,25.0,7.2,27.54,53.02,85.57,1.0
8.0,84.0,21.0,55.0,6.49,28.47,21.08,94.79,3.0
0.0,24.0,80.0,22.0,5.64,16.71,96.77,19.18,0.0
6.0,74.0,54.0,38.0,7.12,25.66,217.38,83.47,0.0
2.0,9.0,8.0,40.0,6.55,22.49,111.66,89.92,3.0
9.0,36.0,38.0,15.0,6.32,28.36,58.0,87.6,1.0
2.0,39.0,24.0,39.0,6.43,23.65,109.81,93.33,3.0
0.0,35.0,69.0,23.0,5.58,16.79,75.45,24.97,0.0
2.0,15.0,11.0,38.0,6.63,23.13,109.39,92.68,3.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
2.0,10.0,5.0,42.0,6.89,20.24,109.25,91.09,3.0
5.0,101.0,17.0,55.0,6.45,24.37,44.64,87.13,2.0
5.0,85.0,22.0,53.0,6.85,25.97,59.46,89.77,2.0
2.0,12.0,29.0,40.0,6.59,19.68,111.28,89.75,3.0
9.0,9.0,48.0,22.0,6.4,27.77,49.51,87.1,1.0
5.0,120.0,7.0,47.0,6.65,24.25,54.77,83.04,2.0
8.0,83.0,15.0,49.0,6.44,28.93,23.2,91.39,3.0
5.0,83.0,10.0,53.0,6.2,24.93,48.76,85.01,2.0
3.0,84.0,44.0,21.0,5.85,21.87,107.27,61.91,3.0
2.0,11.0,10.0,45.0,6.4,22.63,109.04,88.46,3.0
7.0,26.0,80.0,83.0,7.53,17.08,71.31,16.15,1.0
9.0,14.0,57.0,15.0,6.62,29.88,40.12,83.15,1.0
1.0,23.0,70.0,15.0,7.4,34.6,60.42,63.11,3.0
8.0,114.0,30.0,51.0,6.07,29.25,25.93,90.07,3.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
0.0,1.0,62.0,23.0,5.61,15.44,139.03,18.37,0.0
4.0,9.0,11.0,8.0,6.56,24.86,111.78,94.39,1.0
4.0,1.0,15.0,9.0,7.53,29.98,115.36,94.55,1.0
9.0,22.0,56.0,17.0,6.89,29.88,44.75,87.33,1.0
4.0,33.0,15.0,7.0,7.65,15.83,109.76,91.68,1.0
5.0,107.0,10.0,49.0,6.76,25.83,45.25,89.0,2.0
3.0,63.0,42.0,21.0,5.8,23.26,67.1,72.33,3.0
7.0,26.0,80.0,83.0,7.53,17.08,71.31,16.15,1.0
8.0,82.0,20.0,54.0,6.54,29.34,21.45,90.02,3.0
9.0,23.0,59.0,25.0,6.32,27.83,56.69,88.73,1.0
5.0,101.0,17.0,55.0,6.45,24.37,44.64,87.13,2.0
2.0,21.0,21.0,38.0,6.33,22.55,104.9,89.33,3.0
5.0,95.0,16.0,55.0,6.61,25.27,40.13,87.55,2.0
0.0,21.0,63.0,17.0,5.98,15.77,108.34,19.23,0.0
9.0,17.0,58.0,20.0,6.43,28.07,39.24,85.92,1.0
1.0,39.0,73.0,24.0,7.22,25.66,69.29,61.18,3.0
4.0,14.0,19.0,14.0,6.7,17.68,108.06,94.36,1.0
9.0,34.0,47.0,19.0,6.57,27.31,53.15,85.45,1.0
9.0,4.0,41.0,20.0,6.65,28.15,37.45,83.8,1.0
5.0,102.0,28.0,54.0,6.86,25.16,55.5,80.28,2.0
8.0,100.0,14.0,49.0,6.37,29.49,26.02,91.08,3.0
4.0,37.0,6.0,13.0,7.51,26.03,101.28,91.51,1.0
8.0,115.0,18.0,53.0,6.01,29.17,22.07,94.2,3.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
4.0,1.0,15.0,9.0,7.53,29.98,115.36,94.55,1.0
8.0,106.0,20.0,51.0,6.34,29.73,20.49,90.97,3.0
3.0,66.0,44.0,20.0,6.74,19.08,80.73,69.02,3.0
1.0,56.0,79.0,15.0,7.45,29.48,71.89,63.2,3.0
5.0,99.0,5.0,47.0,6.65,24.13,51.19,84.84,2.0
8.0,101.0,25.0,52.0,6.75,29.1,22.52,94.22,3.0
7.0,32.0,60.0,83.0,8.83,19.69,91.76,19.44,1.0
1.0,52.0,58.0,16.0,7.17,30.64,71.37,61.15,3.0
8.0,93.0,20.0,50.0,6.45,29.93,24.35,93.23,3.0
8.0,113.0,28.0,48.0,6.17,28.88,24.44,92.49,3.0
7.0,43.0,79.0,79.0,7.81,19.41,80.25,18.98,1.0
1.0,55.0,67.0,16.0,6.6,34.37,70.27,69.69,3.0
2.0,40.0,27.0,45.0,5.89,21.66,112.43,94.79,3.0
5.0,91.0,7.0,52.0,6.41,25.08,56.4,83.46,2.0
5.0,97.0,12.0,47.0,6.77,25.29,58.29,89.64,2.0
3.0,91.0,55.0,15.0,6.38,18.09,78.96,72.61,3.0
0.0,40.0,64.0,16.0,5.93,16.43,140.37,24.24,0.0
4.0,7.0,17.0,10.0,6.47,10.16,106.36,91.22,1.0
5.0,109.0,21.0,55.0,6.77,24.9,57.45,89.74,2.0
8.0,88.0,17.0,52.0,6.65,29.9,25.38,90.75,3.0
9.0,31.0,53.0,16.0,6.45,28.74,48.55,85.82,1.0
8.0,85.0,9.0,53.0,6.45,28.21,28.79,92.87,3.0
5.0,101.0,11.0,51.0,6.79,25.51,44.21,84.24,2.0
2.0,0.0,17.0,42.0,6.86,23.2,109.09,91.19,3.0
0.0,12.0,63.0,17.0,5.72,18.36,138.41,19.38,0.0
1.0,42.0,61.0,22.0,7.42,26.27,70.23,62.29,3.0
2.0,39.0,24.0,39.0,6.43,23.65,109.81,93.33,3.0
9.0,8.0,54.0,20.0,7.03,28.33,38.8,80.77,1.0
8.0,82.0,20.0,54.0,6.54,29.34,21.45,90.02,3.0
2.0,11.0,18.0,42.0,5.94,21.58,102.86,94.88,3.0
0.0,9.0,77.0,17.0,5.78,20.12,106.16,24.45,0.0
2.0,38.0,21.0,35.0,5.84,20.34,110.97,89.38,3.0
7.0,38.0,60.0,76.0,8.87,18.65,77.93,17.81,1.0
4.0,32.0,25.0,9.0,7.8,10.36,101.15,93.76,1.0
7.0,28.0,74.0,81.0,8.75,18.01,81.99,18.31,1.0
1.0,49.0,76.0,18.0,7.39,27.05,60.47,67.7,3.0
7.0,27.0,79.0,82.0,6.31,17.07,70.87,17.54,1.0
0.0,0.0,55.0,22.0,5.92,22.99,143.86,20.58,0.0
5.0,104.0,17.0,46.0,6.19,25.71,43.09,80.23,2.0
1.0,48.0,62.0,15.0,7.54,25.37,65.82,66.64,3.0
8.0,104.0,25.0,55.0,6.12,29.81,22.69,90.37,3.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
3.0,87.0,60.0,23.0,6.44,20.27,62.5,63.91,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
4.0,12.0,20.0,10.0,6.53,24.45,109.47,93.11,1.0
4.0,20.0,23.0,11.0,6.41,31.85,109.95,90.12,1.0
4.0,12.0,8.0,10.0,8.0,16.15,107.43,91.44,1.0
5.0,100.0,18.0,52.0,6.88,26.2,56.48,80.38,2.0
3.0,80.0,43.0,16.0,6.66,23.56,66.72,71.59,3.0
2.0,5.0,24.0,40.0,6.3,24.69,104.67,93.87,3.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
8.0,109.0,26.0,45.0,6.22,28.28,21.59,90.39,3.0
5.0,85.0,27.0,45.0,6.47,26.07,57.8,88.73,2.0
9.0,36.0,43.0,22.0,6.39,27.83,58.37,87.17,1.0
8.0,83.0,7.0,45.0,6.7,29.08,25.33,90.74,3.0
9.0,13.0,47.0,20.0,6.54,29.22,43.14,87.94,1.0
2.0,38.0,21.0,35.0,5.84,20.34,110.97,89.38,3.0
9.0,22.0,56.0,17.0,6.89,29.88,44.75,87.33,1.0
3.0,73.0,58.0,21.0,6.6,19.97,60.65,57.68,3.0
0.0,6.0,62.0,22.0,5.82,20.53,120.45,18.09,0.0
1.0,24.0,80.0,19.0,6.81,29.68,65.66,69.09,3.0
1.0,37.0,79.0,19.0,7.14,27.54,69.41,69.35,3.0
9.0,36.0,55.0,20.0,6.64,27.01,55.3,84.34,1.0
9.0,33.0,37.0,19.0,7.18,27.93,43.48,86.55,1.0
7.0,59.0,69.0,80.0,8.17,19.08,69.41,17.87,1.0
0.0,14.0,67.0,22.0,5.62,23.83,84.64,24.75,0.0
7.0,23.0,72.0,84.0,6.92,19.02,79.93,17.13,1.0
7.0,42.0,67.0,77.0,6.11,18.99,78.71,15.94,1.0
7.0,53.0,65.0,76.0,6.72,20.19,77.34,16.42,1.0
0.0,22.0,71.0,17.0,5.51,18.15,107.69,19.39,0.0
3.0,71.0,35.0,24.0,5.83,22.27,67.97,59.52,3.0
7.0,57.0,60.0,84.0,6.59,19.1,75.49,17.26,1.0
8.0,117.0,25.0,54.0,6.15,28.68,29.11,92.51,3.0
5.0,111.0,6.0,53.0,6.31,26.49,46.06,88.59,2.0
3.0,83.0,57.0,19.0,6.88,25.73,98.74,70.75,3.0
4.0,0.0,23.0,15.0,7.6,22.57,109.86,93.37,1.0
0.0,22.0,60.0,24.0,5.63,18.78,104.26,20.25,0.0
3.0,79.0,59.0,17.0,6.64,20.38,108.51,63.74,3.0
5.0,105.0,14.0,50.0,6.42,26.21,59.66,87.69,2.0
3.0,72.0,60.0,25.0,5.77,18.53,88.1,69.03,3.0
0.0,34.0,60.0,23.0,5.66,20.13,100.05,24.97,0.0
5.0,97.0,25.0,50.0,6.09,26.22,49.09,80.9,2.0
8.0,117.0,25.0,54.0,6.15,28.68,29.11,92.51,3.0
8.0,83.0,15.0,49.0,6.44,28.93,23.2,91.39,3.0
4.0,20.0,23.0,11.0,6.41,31.85,109.95,90.12,1.0
4.0,13.0,5.0,8.0,7.47,23.85,103.92,90.11,1.0
7.0,59.0,60.0,84.0,7.69,19.03,94.71,18.67,1.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
7.0,51.0,72.0,75.0,7.1,18.89,80.11,14.99,1.0
0.0,27.0,80.0,15.0,5.79,19.07,86.22,21.21,0.0
9.0,9.0,48.0,20.0,6.38,29.66,56.1,84.28,1.0
5.0,105.0,14.0,50.0,6.42,26.21,59.66,87.69,2.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
2.0,6.0,18.0,37.0,5.94,19.66,108.05,89.94,3.0
1.0,42.0,73.0,25.0,6.5,34.04,73.24,67.21,3.0
4.0,21.0,17.0,15.0,7.46,23.98,118.49,91.55,1.0
8.0,98.0,22.0,47.0,6.34,29.07,28.84,91.92,3.0
9.0,38.0,36.0,21.0,6.56,28.03,36.12,84.88,1.0
8.0,118.0,18.0,52.0,6.56,28.05,20.76,90.83,3.0
3.0,96.0,46.0,22.0,6.5,20.58,66.29,69.0,3.0
7.0,20.0,79.0,77.0,7.65,18.55,76.33,16.03,1.0
1.0,34.0,60.0,16.0,7.32,31.36,63.86,64.25,3.0
0.0,9.0,80.0,19.0,5.95,21.81,125.1,18.57,0.0
2.0,37.0,18.0,39.0,6.42,24.15,110.23,94.51,3.0
9.0,10.0,59.0,22.0,7.16,28.61,36.95,86.99,1.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
7.0,20.0,79.0,77.0,7.65,18.55,76.33,16.03,1.0
1.0,23.0,57.0,19.0,7.25,32.84,73.4,68.0,3.0
0.0,8.0,72.0,17.0,5.71,20.57,87.88,19.75,0.0
8.0,98.0,7.0,45.0,6.16,27.79,26.85,92.51,3.0
1.0,44.0,75.0,22.0,7.57,30.03,71.21,64.15,3.0
8.0,117.0,25.0,53.0,6.41,29.12,24.52,92.13,3.0
8.0,80.0,18.0,51.0,6.71,28.05,20.77,91.82,3.0
3.0,77.0,52.0,17.0,5.71,24.86,75.82,65.74,3.0
9.0,8.0,45.0,18.0,7.01,27.93,43.25,85.42,1.0
0.0,19.0,78.0,16.0,5.97,20.65,67.72,23.11,0.0
4.0,30.0,7.0,15.0,7.83,33.23,115.77,91.06,1.0
3.0,99.0,36.0,20.0,6.67,20.58,78.35,65.35,3.0
8.0,100.0,6.0,53.0,6.11,29.05,23.67,93.92,3.0
7.0,22.0,64.0,82.0,6.47,19.49,87.51,17.17,1.0
1.0,29.0,76.0,15.0,7.03,28.54,69.69,64.2,3.0
0.0,9.0,69.0,20.0,5.59,19.31,129.34,23.96,0.0
8.0,86.0,18.0,45.0,6.57,28.97,22.26,90.72,3.0
9.0,23.0,39.0,22.0,6.86,29.26,42.02,81.98,1.0
0.0,27.0,64.0,15.0,5.51,20.16,138.24,24.84,0.0
5.0,104.0,17.0,46.0,6.19,25.71,43.09,80.23,2.0
1.0,28.0,68.0,19.0,7.7,34.64,72.43,61.39,3.0
3.0,60.0,54.0,19.0,6.42,18.75,70.23,62.5,3.0
3.0,89.0,60.0,19.0,5.91,25.19,78.07,66.69,3.0
8.0,115.0,12.0,52.0,6.69,27.51,21.02,94.96,3.0
9.0,10.0,59.0,15.0,6.32,29.83,58.87,89.3,1.0
4.0,36.0,29.0,13.0,7.83,20.68,109.75,90.92,1.0
8.0,118.0,18.0,52.0,6.56,28.05,20.76,90.83,3.0
0.0,32.0,57.0,18.0,5.7,15.54,107.39,23.76,0.0
0.0,9.0,77.0,17.0,5.78,20.12,106.16,24.45,0.0
2.0,1.0,27.0,36.0,5.68,23.99,104.99,93.34,3.0
2.0,26.0,18.0,42.0,6.91,19.73,108.23,89.65,3.0
9.0,4.0,44.0,19.0,6.92,27.96,43.26,83.53,1.0
8.0,120.0,8.0,46.0,6.73,29.56,28.37,90.71,3.0
8.0,85.0,9.0,53.0,6.45,28.21,28.79,92.87,3.0
4.0,33.0,15.0,7.0,7.65,15.83,109.76,91.68,1.0
1.0,35.0,64.0,15.0,6.5,28.47,69.53,63.54,3.0
7.0,58.0,63.0,81.0,6.52,19.81,78.97,14.7,1.0
5.0,90.0,14.0,52.0,6.39,24.85,59.68,89.2,2.0
7.0,40.0,58.0,75.0,6.17,18.59,89.61,14.78,1.0
7.0,28.0,58.0,81.0,6.18,17.48,93.35,16.54,1.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
8.0,87.0,6.0,45.0,6.4,29.83,22.84,90.79,3.0
0.0,40.0,73.0,20.0,5.81,21.59,61.14,20.32,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
9.0,8.0,45.0,18.0,7.01,27.93,43.25,85.42,1.0
2.0,8.0,28.0,37.0,6.08,23.88,108.31,86.21,3.0
6.0,91.0,50.0,40.0,6.46,20.82,230.22,84.13,0.0
6.0,86.0,59.0,35.0,6.95,25.79,243.51,82.11,0.0
2.0,11.0,10.0,45.0,6.4,22.63,109.04,88.46,3.0
8.0,102.0,11.0,47.0,6.5,27.99,27.15,92.78,3.0
3.0,76.0,39.0,24.0,7.0,24.25,64.24,55.65,3.0
7.0,28.0,74.0,81.0,8.75,18.01,81.99,18.31,1.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
7.0,43.0,66.0,79.0,7.98,19.46,74.59,15.23,1.0
1.0,30.0,64.0,20.0,6.57,33.86,68.02,61.57,3.0
0.0,5.0,65.0,16.0,5.87,21.33,109.1,18.49,0.0
7.0,31.0,76.0,82.0,7.6,20.82,79.21,17.85,1.0
3.0,70.0,44.0,19.0,5.85,23.32,94.3,73.45,3.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
2.0,36.0,7.0,37.0,5.78,19.87,108.32,86.36,3.0
0.0,3.0,77.0,25.0,5.61,24.85,62.21,22.89,0.0
3.0,99.0,39.0,18.0,6.11,19.2,87.85,68.31,3.0
5.0,97.0,12.0,47.0,6.77,25.29,58.29,89.64,2.0
0.0,27.0,56.0,20.0,5.54,19.26,94.95,20.51,0.0
9.0,31.0,37.0,21.0,6.71,27.24,37.31,86.4,1.0
2.0,11.0,18.0,42.0,5.94,21.58,102.86,94.88,3.0
5.0,105.0,14.0,50.0,6.42,26.21,59.66,87.69,2.0
2.0,40.0,27.0,45.0,5.89,21.66,112.43,94.79,3.0
0.0,24.0,67.0,22.0,5.62,20.12,104.63,22.9,0.0
6.0,65.0,37.0,40.0,5.33,23.36,188.41,83.6,0.0
0.0,40.0,78.0,20.0,5.67,19.19,80.15,20.83,0.0
0.0,12.0,61.0,19.0,5.66,19.33,68.51,24.14,0.0
4.0,5.0,18.0,14.0,7.43,33.11,119.17,93.48,1.0
5.0,83.0,23.0,55.0,6.46,26.9,43.97,83.89,2.0
5.0,89.0,25.0,54.0,6.35,24.69,48.99,85.57,2.0
0.0,14.0,67.0,22.0,5.62,23.83,84.64,24.75,0.0
3.0,63.0,35.0,16.0,6.27,22.03,83.73,65.36,3.0
4.0,37.0,6.0,13.0,7.51,26.03,101.28,91.51,1.0
8.0,117.0,24.0,53.0,6.29,29.17,21.3,92.21,3.0
4.0,18.0,12.0,8.0,6.21,12.59,119.39,91.82,1.0
8.0,81.0,30.0,48.0,6.04,28.52,29.87,92.1,3.0
3.0,84.0,57.0,25.0,6.49,22.54,64.41,67.99,3.0
8.0,89.0,9.0,47.0,6.67,29.47,28.75,90.77,3.0
3.0,66.0,54.0,21.0,5.92,25.19,72.12,60.2,3.0
8.0,114.0,8.0,52.0,6.42,29.34,28.23,94.55,3.0
3.0,78.0,37.0,22.0,6.33,25.34,74.52,63.32,3.0
4.0,33.0,12.0,8.0,6.82,25.26,117.37,90.31,1.0
9.0,1.0,48.0,24.0,6.23,29.35,59.04,85.6,1.0
8.0,113.0,6.0,52.0,6.74,27.76,25.22,90.36,3.0
0.0,17.0,59.0,17.0,5.69,18.42,132.98,23.43,0.0
3.0,78.0,58.0,15.0,6.53,25.01,62.91,67.82,3.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
1.0,52.0,63.0,19.0,6.93,29.59,67.53,68.32,3.0
3.0,94.0,39.0,18.0,5.89,23.89,102.83,57.49,3.0
1.0,20.0,68.0,23.0,7.71,25.55,63.18,63.95,3.0
5.0,101.0,17.0,55.0,6.45,24.37,44.64,87.13,2.0
9.0,13.0,47.0,20.0,6.54,29.22,43.14,87.94,1.0
9.0,29.0,36.0,25.0,7.13,28.29,48.57,88.44,1.0
9.0,36.0,55.0,20.0,6.64,27.01,55.3,84.34,1.0
4.0,18.0,14.0,11.0,6.55,28.05,117.13,90.01,1.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
4.0,20.0,8.0,12.0,7.26,25.3,117.97,94.96,1.0
7.0,34.0,71.0,79.0,7.73,17.93,74.64,15.86,1.0
4.0,27.0,13.0,6.0,7.34,13.36,111.23,91.36,1.0
9.0,39.0,37.0,15.0,6.82,29.0,59.84,83.79,1.0
8.0,118.0,18.0,52.0,6.56,28.05,20.76,90.83,3.0
6.0,97.0,36.0,45.0,6.94,22.23,278.08,81.86,0.0
4.0,37.0,24.0,13.0,7.85,19.14,108.02,90.71,1.0
9.0,36.0,55.0,20.0,6.64,27.01,55.3,84.34,1.0
4.0,32.0,18.0,13.0,6.04,13.84,107.99,91.75,1.0
7.0,25.0,68.0,77.0,7.7,20.09,85.75,15.11,1.0
0.0,33.0,59.0,22.0,5.95,22.64,122.39,21.59,0.0
3.0,71.0,54.0,16.0,5.75,22.61,87.76,63.69,3.0
2.0,39.0,30.0,38.0,6.97,20.13,108.07,87.6,3.0
0.0,20.0,73.0,22.0,5.98,16.04,130.39,22.33,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
5.0,119.0,30.0,49.0,6.9,25.36,47.72,80.46,2.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
9.0,34.0,47.0,19.0,6.57,27.31,53.15,85.45,1.0
8.0,118.0,18.0,52.0,6.56,28.05,20.76,90.83,3.0
7.0,30.0,70.0,79.0,7.31,20.27,69.64,19.97,1.0
8.0,114.0,30.0,51.0,6.07,29.25,25.93,90.07,3.0
2.0,25.0,27.0,41.0,6.92,19.2,108.04,94.28,3.0
9.0,2.0,39.0,15.0,6.48,28.07,49.62,82.91,1.0
1.0,33.0,80.0,22.0,6.59,28.57,70.09,65.72,3.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
4.0,36.0,29.0,13.0,7.83,20.68,109.75,90.92,1.0
5.0,98.0,8.0,51.0,6.26,26.18,49.43,86.52,2.0
4.0,6.0,9.0,12.0,7.03,31.08,109.69,90.14,1.0
2.0,15.0,6.0,41.0,6.9,19.01,108.68,88.84,3.0
6.0,91.0,35.0,38.0,6.13,24.9,183.68,80.53,0.0
5.0,119.0,19.0,55.0,6.82,25.19,46.87,83.45,2.0
8.0,98.0,7.0,45.0,6.16,27.79,26.85,92.51,3.0
4.0,0.0,18.0,14.0,7.21,29.77,114.42,92.01,1.0
0.0,25.0,60.0,22.0,5.89,21.63,134.36,21.18,0.0
7.0,43.0,79.0,79.0,7.81,19.41,80.25,18.98,1.0
2.0,4.0,20.0,41.0,6.54,24.27,104.54,93.8,3.0
7.0,60.0,61.0,78.0,6.32,20.71,94.04,19.84,1.0
9.0,6.0,48.0,24.0,6.79,28.64,48.48,84.61,1.0
0.0,9.0,77.0,17.0,5.78,20.12,106.16,24.45,0.0
7.0,49.0,71.0,76.0,6.61,19.71,85.58,17.64,1.0
3.0,68.0,40.0,19.0,6.66,26.14,107.24,66.21,3.0
2.0,21.0,21.0,38.0,6.33,22.55,104.9,89.33,3.0
2.0,20.0,7.0,45.0,6.08,18.91,112.48,89.24,3.0
8.0,113.0,28.0,48.0,6.17,28.88,24.44,92.49,3.0
4.0,37.0,18.0,12.0,7.4,10.27,106.7,90.19,1.0
0.0,23.0,62.0,19.0,5.61,16.52,98.78,20.46,0.0
7.0,57.0,68.0,81.0,8.08,17.17,72.79,17.3,1.0
5.0,114.0,21.0,55.0,6.47,25.44,57.52,87.94,2.0
5.0,95.0,12.0,51.0,6.68,25.76,44.22,84.17,2.0
0.0,13.0,60.0,25.0,5.69,17.14,128.26,20.61,0.0
7.0,46.0,76.0,77.0,6.97,18.24,83.75,19.69,1.0
1.0,38.0,62.0,25.0,7.45,32.75,63.38,67.78,3.0
0.0,27.0,59.0,22.0,5.79,21.81,130.06,23.21,0.0
3.0,99.0,36.0,20.0,6.67,20.58,78.35,65.35,3.0
0.0,25.0,70.0,16.0,5.76,19.63,106.36,18.91,0.0
0.0,5.0,65.0,16.0,5.87,21.33,109.1,18.49,0.0
7.0,60.0,68.0,83.0,6.62,19.12,85.53,18.43,1.0
3.0,60.0,38.0,17.0,6.47,18.42,76.41,64.24,3.0
7.0,20.0,79.0,77.0,7.65,18.55,76.33,16.03,1.0
8.0,84.0,21.0,55.0,6.49,28.47,21.08,94.79,3.0
2.0,25.0,27.0,41.0,6.92,19.2,108.04,94.28,3.0
2.0,30.0,20.0,38.0,7.06,22.6,110.09,93.16,3.0
4.0,18.0,5.0,11.0,6.25,20.88,102.46,90.94,1.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
2.0,2.0,21.0,44.0,6.57,18.92,102.8,87.31,3.0
8.0,98.0,26.0,52.0,6.15,27.34,28.69,90.7,3.0
4.0,26.0,11.0,11.0,7.61,13.7,106.29,90.96,1.0
1.0,58.0,71.0,15.0,6.92,27.83,74.01,67.59,3.0
7.0,29.0,75.0,75.0,7.06,19.62,88.46,18.71,1.0
7.0,36.0,56.0,83.0,6.45,18.91,69.12,19.76,1.0
9.0,19.0,53.0,22.0,6.85,27.86,42.83,80.45,1.0
0.0,14.0,67.0,22.0,5.62,23.83,84.64,24.75,0.0
4.0,39.0,9.0,15.0,7.99,25.35,116.76,91.81,1.0
1.0,37.0,62.0,17.0,7.12,25.69,74.62,69.84,3.0
9.0,36.0,43.0,22.0,6.39,27.83,58.37,87.17,1.0
4.0,29.0,11.0,5.0,7.64,23.13,104.42,91.95,1.0
0.0,24.0,67.0,22.0,5.62,20.12,104.63,22.9,0.0
0.0,4.0,67.0,25.0,5.95,23.79,119.64,24.36,0.0
0.0,26.0,80.0,18.0,5.58,19.33,104.78,23.33,0.0
9.0,22.0,56.0,17.0,6.89,29.88,44.75,87.33,1.0
0.0,27.0,63.0,19.0,5.56,20.93,133.19,21.19,0.0
4.0,31.0,8.0,7.0,7.16,34.51,103.57,93.64,1.0
0.0,27.0,72.0,23.0,5.96,19.93,64.03,21.8,0.0
5.0,116.0,5.0,54.0,6.65,25.38,57.23,80.99,2.0
2.0,21.0,6.0,41.0,7.09,24.88,107.2,89.4,3.0
7.0,27.0,73.0,79.0,7.35,19.16,82.7,15.84,1.0
8.0,89.0,11.0,47.0,6.33,29.79,27.87,94.65,3.0
4.0,20.0,29.0,10.0,7.37,29.07,100.79,93.27,1.0
4.0,0.0,18.0,14.0,7.21,29.77,114.42,92.01,1.0
7.0,49.0,69.0,82.0,6.26,18.32,81.79,15.36,1.0
5.0,120.0,20.0,45.0,6.11,25.67,54.23,88.7,2.0
1.0,36.0,66.0,15.0,6.67,30.09,67.14,69.35,3.0
5.0,109.0,21.0,55.0,6.77,24.9,57.45,89.74,2.0
9.0,17.0,52.0,17.0,6.36,27.88,44.64,86.45,1.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
4.0,31.0,8.0,7.0,7.16,34.51,103.57,93.64,1.0
7.0,57.0,68.0,81.0,8.08,17.17,72.79,17.3,1.0
4.0,12.0,8.0,10.0,8.0,16.15,107.43,91.44,1.0
3.0,78.0,37.0,22.0,6.33,25.34,74.52,63.32,3.0
0.0,19.0,65.0,25.0,5.63,18.1,144.79,18.29,0.0
5.0,82.0,22.0,45.0,6.51,26.22,54.6,85.35,2.0
5.0,92.0,20.0,55.0,6.59,25.1,59.27,87.53,2.0
0.0,22.0,60.0,24.0,5.63,18.78,104.26,20.25,0.0
0.0,12.0,78.0,23.0,6.0,16.07,88.07,18.72,0.0
1.0,29.0,70.0,15.0,6.87,30.33,74.17,63.55,3.0
3.0,87.0,54.0,20.0,6.58,25.62,108.83,63.47,3.0
9.0,21.0,51.0,15.0,6.68,29.36,48.3,89.19,1.0
5.0,106.0,14.0,45.0,6.42,24.47,57.27,84.16,2.0
