label,n,p,k,ph,temperature,rainfall,humidity,soil_texture
4.0,5.0,18.0,14.0,7.43,33.11,119.17,93.48,1.0
4.0,20.0,23.0,11.0,6.41,31.85,109.95,90.12,1.0
3.0,74.0,48.0,17.0,6.43,21.63,69.22,60.28,3.0
2.0,34.0,9.0,36.0,6.28,22.81,110.44,86.34,3.0
4.0,9.0,10.0,10.0,6.01,22.36,101.52,93.52,1.0
9.0,21.0,44.0,18.0,7.13,27.07,50.47,86.9,1.0
6.0,60.0,36.0,43.0,5.29,23.43,219.9,83.06,0.0
4.0,19.0,7.0,10.0,6.12,14.78,100.2,91.22,1.0
3.0,61.0,41.0,17.0,6.02,25.14,76.68,65.26,3.0
6.0,69.0,55.0,38.0,5.7,22.71,271.32,82.64,0.0
4.0,34.0,29.0,8.0,6.45,31.88,105.34,91.15,1.0
5.0,83.0,22.0,54.0,6.28,25.9,54.5,81.97,2.0
5.0,101.0,17.0,55.0,6.45,24.37,44.64,87.13,2.0
9.0,39.0,37.0,15.0,6.82,29.0,59.84,83.79,1.0
7.0,39.0,71.0,84.0,8.14,20.28,82.52,16.4,1.0
8.0,82.0,20.0,54.0,6.54,29.34,21.45,90.02,3.0
2.0,25.0,27.0,41.0,6.92,19.2,108.04,94.28,3.0
8.0,113.0,20.0,48.0,6.44,27.47,27.28,94.88,3.0
8.0,100.0,6.0,53.0,6.11,29.05,23.67,93.92,3.0
8.0,87.0,6.0,45.0,6.4,29.83,22.84,90.79,3.0
8.0,98.0,26.0,52.0,6.15,27.34,28.69,90.7,3.0
7.0,43.0,79.0,79.0,7.81,19.41,80.25,18.98,1.0
3.0,81.0,49.0,20.0,5.51,18.04,104.23,60.61,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
1.0,27.0,62.0,24.0,7.35,28.63,62.27,66.77,3.0
0.0,25.0,70.0,16.0,5.76,19.63,106.36,18.91,0.0
9.0,36.0,43.0,21.0,7.14,28.36,52.93,84.86,1.0
7.0,43.0,66.0,79.0,7.98,19.46,74.59,15.23,1.0
9.0,36.0,38.0,15.0,6.32,28.36,58.0,87.6,1.0
3.0,90.0,57.0,24.0,6.16,18.93,82.34,72.8,3.0
5.0,91.0,24.0,55.0,6.26,26.27,46.77,83.09,2.0
6.0,78.0,58.0,44.0,5.11,26.8,284.44,80.89,0.0
3.0,98.0,35.0,18.0,6.25,23.8,91.76,74.83,3.0
2.0,21.0,21.0,38.0,6.33,22.55,104.9,89.33,3.0
0.0,17.0,77.0,23.0,5.67,24.51,64.19,20.82,0.0
9.0,29.0,45.0,16.0,6.58,28.44,43.12,87.91,1.0
7.0,60.0,61.0,78.0,6.32,20.71,94.04,19.84,1.0
4.0,36.0,11.0,13.0,7.19,17.34,112.72,93.05,1.0
2.0,6.0,18.0,37.0,5.94,19.66,108.05,89.94,3.0
8.0,100.0,6.0,53.0,6.11,29.05,23.67,93.92,3.0
6.0,90.0,46.0,42.0,7.5,23.98,250.08,81.45,0.0
0.0,27.0,72.0,23.0,5.96,19.93,64.03,21.8,0.0
7.0,32.0,60.0,83.0,8.83,19.69,91.76,19.44,1.0
0.0,22.0,60.0,24.0,5.63,18.78,104.26,20.25,0.0
2.0,8.0,28.0,37.0,6.08,23.88,108.31,86.21,3.0
9.0,34.0,59.0,23.0,6.94,28.56,56.48,83.25,1.0
2.0,14.0,8.0,43.0,7.05,21.93,111.72,94.46,3.0
4.0,27.0,30.0,5.0,7.66,32.72,113.33,90.55,1.0
8.0,88.0,17.0,52.0,6.65,29.9,25.38,90.75,3.0
1.0,55.0,78.0,21.0,6.6,33.39,63.57,62.94,3.0
4.0,31.0,25.0,12.0,7.02,18.05,111.78,90.04,1.0
1.0,35.0,72.0,21.0,7.74,34.04,66.86,64.29,3.0
0.0,33.0,59.0,22.0,5.95,22.64,122.39,21.59,0.0
4.0,31.0,26.0,9.0,7.57,11.7,103.2,93.26,1.0
8.0,107.0,22.0,54.0,6.63,28.0,21.62,90.85,3.0
0.0,34.0,60.0,22.0,5.64,17.66,100.67,18.15,0.0
1.0,29.0,67.0,21.0,6.62,29.79,63.02,63.39,3.0
5.0,90.0,14.0,52.0,6.39,24.85,59.68,89.2,2.0
7.0,22.0,72.0,85.0,6.39,18.87,88.51,15.66,1.0
8.0,96.0,13.0,55.0,6.7,29.53,21.14,94.57,3.0
6.0,91.0,50.0,40.0,6.46,20.82,230.22,84.13,0.0
8.0,113.0,6.0,52.0,6.74,27.76,25.22,90.36,3.0
7.0,51.0,72.0,75.0,7.1,18.89,80.11,14.99,1.0
4.0,26.0,27.0,10.0,6.08,28.07,114.13,92.91,1.0
6.0,93.0,58.0,38.0,6.93,20.62,279.55,83.77,0.0
8.0,82.0,20.0,54.0,6.54,29.34,21.45,90.02,3.0
7.0,58.0,63.0,81.0,6.52,19.81,78.97,14.7,1.0
9.0,20.0,40.0,15.0,7.2,29.57,45.04,88.08,1.0
7.0,44.0,74.0,85.0,7.15,20.19,78.26,19.64,1.0
9.0,21.0,38.0,21.0,6.64,29.76,37.55,86.45,1.0
0.0,19.0,78.0,16.0,5.97,20.65,67.72,23.11,0.0
3.0,72.0,60.0,25.0,5.77,18.53,88.1,69.03,3.0
8.0,98.0,26.0,52.0,6.15,27.34,28.69,90.7,3.0
0.0,11.0,72.0,20.0,5.95,19.52,113.33,24.93,0.0
9.0,30.0,44.0,16.0,6.44,29.73,50.92,82.89,1.0
4.0,29.0,11.0,5.0,7.64,23.13,104.42,91.95,1.0
5.0,88.0,29.0,51.0,6.1,24.72,48.46,88.95,2.0
9.0,23.0,39.0,22.0,6.86,29.26,42.02,81.98,1.0
5.0,97.0,25.0,50.0,6.09,26.22,49.09,80.9,2.0
0.0,12.0,61.0,19.0,5.66,19.33,68.51,24.14,0.0
2.0,36.0,7.0,37.0,5.78,19.87,108.32,86.36,3.0
1.0,26.0,67.0,16.0,7.18,29.11,67.83,67.91,3.0
6.0,82.0,43.0,38.0,5.11,23.29,242.32,81.43,0.0
2.0,38.0,14.0,37.0,6.66,21.81,102.65,94.64,3.0
8.0,107.0,22.0,54.0,6.63,28.0,21.62,90.85,3.0
7.0,44.0,74.0,85.0,7.15,20.19,78.26,19.64,1.0
3.0,99.0,38.0,21.0,6.35,22.88,67.73,71.6,3.0
1.0,49.0,68.0,22.0,7.13,28.57,63.5,61.53,3.0
8.0,107.0,22.0,54.0,6.63,28.0,21.62,90.85,3.0
2.0,40.0,27.0,45.0,5.89,21.66,112.43,94.79,3.0
3.0,77.0,52.0,17.0,5.71,24.86,75.82,65.74,3.0
6.0,61.0,53.0,43.0,6.35,26.4,223.37,81.06,0.0
4.0,21.0,29.0,12.0,6.44,22.3,117.37,92.16,1.0
3.0,87.0,60.0,23.0,6.44,20.27,62.5,63.91,3.0
6.0,60.0,43.0,44.0,7.42,21.02,298.4,82.95,0.0
6.0,61.0,52.0,41.0,6.88,24.98,204.8,83.89,0.0
4.0,37.0,6.0,13.0,7.51,26.03,101.28,91.51,1.0
0.0,27.0,64.0,15.0,5.51,20.16,138.24,24.84,0.0
2.0,7.0,23.0,35.0,7.05,19.75,102.55,88.72,3.0
0.0,7.0,79.0,23.0,5.82,19.64,96.66,19.69,0.0
1.0,53.0,74.0,15.0,7.52,29.43,72.18,64.94,3.0
3.0,61.0,60.0,15.0,6.27,24.88,91.26,68.74,3.0
7.0,52.0,68.0,78.0,6.9,17.49,86.05,16.96,1.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
7.0,24.0,55.0,78.0,6.65,17.3,75.58,15.15,1.0
4.0,24.0,18.0,6.0,6.29,26.57,116.38,94.45,1.0
2.0,25.0,27.0,41.0,6.92,19.2,108.04,94.28,3.0
2.0,31.0,25.0,38.0,6.5,24.96,109.42,92.41,3.0
4.0,37.0,24.0,13.0,7.85,19.14,108.02,90.71,1.0
9.0,40.0,58.0,15.0,6.98,29.46,43.15,87.61,1.0
6.0,73.0,35.0,38.0,5.01,24.89,185.95,81.98,0.0
2.0,25.0,17.0,40.0,6.61,18.91,111.28,87.75,3.0
9.0,24.0,42.0,23.0,6.43,28.22,44.01,82.36,1.0
0.0,1.0,62.0,23.0,5.61,15.44,139.03,18.37,0.0
0.0,27.0,72.0,23.0,5.96,19.93,64.03,21.8,0.0
0.0,17.0,77.0,24.0,5.57,20.77,109.02,18.93,0.0
8.0,100.0,14.0,49.0,6.37,29.49,26.02,91.08,3.0
0.0,14.0,67.0,22.0,5.62,23.83,84.64,24.75,0.0
7.0,43.0,79.0,79.0,7.81,19.41,80.25,18.98,1.0
2.0,6.0,18.0,37.0,5.94,19.66,108.05,89.94,3.0
9.0,10.0,37.0,22.0,7.07,28.73,58.53,89.13,1.0
8.0,113.0,6.0,52.0,6.74,27.76,25.22,90.36,3.0
9.0,10.0,59.0,15.0,6.32,29.83,58.87,89.3,1.0
4.0,12.0,6.0,8.0,6.39,30.85,107.41,92.87,1.0
4.0,21.0,17.0,15.0,7.46,23.98,118.49,91.55,1.0
2.0,5.0,21.0,38.0,6.11,22.43,112.46,90.34,3.0
3.0,69.0,51.0,23.0,6.8,22.22,106.62,72.85,3.0
8.0,89.0,25.0,50.0,6.38,27.05,25.08,91.35,3.0
2.0,19.0,17.0,39.0,6.73,24.72,111.28,85.56,3.0
9.0,37.0,49.0,25.0,6.42,29.91,41.39,85.85,1.0
5.0,92.0,7.0,48.0,6.96,26.28,54.39,86.63,2.0
7.0,35.0,63.0,76.0,6.71,17.82,90.82,17.61,1.0
5.0,82.0,25.0,51.0,6.07,24.31,48.11,87.47,2.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
7.0,22.0,64.0,82.0,6.47,19.49,87.51,17.17,1.0
0.0,0.0,55.0,22.0,5.92,22.99,143.86,20.58,0.0
1.0,44.0,76.0,22.0,7.78,27.26,68.92,68.01,3.0
5.0,100.0,10.0,53.0,6.21,24.54,42.01,84.61,2.0
2.0,9.0,16.0,39.0,6.1,18.41,105.18,91.12,3.0
4.0,20.0,29.0,10.0,7.37,29.07,100.79,93.27,1.0
9.0,22.0,37.0,20.0,6.61,27.63,39.26,86.49,1.0
0.0,27.0,56.0,22.0,5.83,19.92,108.64,20.7,0.0
5.0,100.0,10.0,53.0,6.21,24.54,42.01,84.61,2.0
7.0,59.0,55.0,79.0,8.77,20.37,82.25,16.9,1.0
9.0,33.0,37.0,19.0,7.18,27.93,43.48,86.55,1.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
4.0,34.0,29.0,8.0,6.45,31.88,105.34,91.15,1.0
6.0,84.0,50.0,44.0,5.94,25.49,182.65,81.41,0.0
4.0,9.0,8.0,15.0,7.99,14.34,110.22,94.36,1.0
4.0,8.0,16.0,6.0,7.11,12.23,108.42,90.26,1.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
8.0,99.0,29.0,55.0,6.66,29.19,26.48,91.46,3.0
3.0,60.0,44.0,23.0,5.72,24.79,76.73,70.05,3.0
7.0,52.0,60.0,79.0,8.38,19.45,75.63,18.23,1.0
8.0,90.0,23.0,54.0,6.16,28.56,27.27,90.46,3.0
7.0,49.0,71.0,76.0,6.61,19.71,85.58,17.64,1.0
7.0,37.0,55.0,82.0,6.42,19.46,78.45,18.02,1.0
2.0,22.0,26.0,38.0,6.99,22.92,110.24,85.13,3.0
2.0,6.0,18.0,37.0,5.94,19.66,108.05,89.94,3.0
2.0,40.0,18.0,43.0,5.77,19.39,109.91,86.79,3.0
2.0,6.0,30.0,40.0,6.36,22.77,106.97,91.45,3.0
9.0,21.0,39.0,20.0,7.06,28.14,46.76,82.12,1.0
2.0,28.0,6.0,40.0,6.77,22.11,106.87,91.34,3.0
7.0,49.0,55.0,78.0,7.86,18.66,81.71,16.18,1.0
0.0,40.0,78.0,20.0,5.67,19.19,80.15,20.83,0.0
5.0,100.0,18.0,52.0,6.88,26.2,56.48,80.38,2.0
1.0,40.0,68.0,17.0,7.73,34.13,70.41,65.15,3.0
7.0,23.0,62.0,85.0,8.49,18.97,80.71,19.52,1.0
3.0,61.0,38.0,20.0,5.97,18.48,65.44,62.7,3.0
5.0,97.0,22.0,50.0,6.77,26.26,58.98,86.15,2.0
9.0,0.0,49.0,18.0,6.99,29.68,41.82,87.94,1.0
9.0,22.0,37.0,20.0,6.61,27.63,39.26,86.49,1.0
3.0,78.0,37.0,22.0,6.33,25.34,74.52,63.32,3.0
0.0,24.0,67.0,22.0,5.62,20.12,104.63,22.9,0.0
7.0,59.0,69.0,80.0,8.17,19.08,69.41,17.87,1.0
1.0,37.0,79.0,19.0,7.14,27.54,69.41,69.35,3.0
2.0,4.0,24.0,43.0,7.2,22.4,109.87,88.15,3.0
2.0,19.0,17.0,39.0,6.73,24.72,111.28,85.56,3.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
8.0,114.0,27.0,48.0,6.53,27.82,26.32,93.04,3.0
5.0,83.0,10.0,53.0,6.2,24.93,48.76,85.01,2.0
9.0,36.0,55.0,20.0,6.64,27.01,55.3,84.34,1.0
0.0,27.0,63.0,19.0,5.56,20.93,133.19,21.19,0.0
3.0,73.0,58.0,21.0,6.6,19.97,60.65,57.68,3.0
9.0,37.0,50.0,23.0,6.53,29.65,56.02,88.49,1.0
7.0,48.0,65.0,78.0,7.86,17.44,73.09,14.34,1.0
5.0,111.0,5.0,55.0,6.52,26.28,50.79,84.42,2.0
1.0,58.0,75.0,25.0,7.26,25.26,68.65,61.37,3.0
5.0,88.0,29.0,51.0,6.1,24.72,48.46,88.95,2.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
1.0,25.0,62.0,21.0,7.04,26.73,67.15,68.14,3.0
9.0,31.0,40.0,22.0,6.37,29.41,53.35,86.16,1.0
8.0,114.0,27.0,48.0,6.53,27.82,26.32,93.04,3.0
8.0,116.0,25.0,50.0,6.09,29.26,28.71,92.92,3.0
9.0,23.0,59.0,25.0,6.32,27.83,56.69,88.73,1.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
2.0,4.0,19.0,42.0,6.31,23.83,111.22,87.84,3.0
8.0,120.0,25.0,50.0,6.33,28.05,21.85,94.82,3.0
0.0,34.0,59.0,18.0,5.74,23.38,87.67,21.99,0.0
8.0,80.0,18.0,52.0,6.48,27.87,24.05,91.15,3.0
6.0,93.0,56.0,36.0,6.98,24.01,185.28,82.06,0.0
8.0,120.0,23.0,55.0,6.73,27.84,26.48,91.61,3.0
8.0,98.0,7.0,45.0,6.16,27.79,26.85,92.51,3.0
1.0,43.0,61.0,20.0,6.8,26.87,63.52,61.61,3.0
3.0,99.0,39.0,18.0,6.11,19.2,87.85,68.31,3.0
9.0,30.0,44.0,16.0,6.44,29.73,50.92,82.89,1.0
7.0,27.0,79.0,82.0,6.31,17.07,70.87,17.54,1.0
5.0,95.0,12.0,46.0,6.32,26.22,54.65,81.01,2.0
9.0,14.0,48.0,21.0,6.99,29.25,53.43,84.8,1.0
4.0,26.0,27.0,10.0,6.08,28.07,114.13,92.91,1.0
3.0,62.0,48.0,20.0,6.71,21.7,95.71,60.47,3.0
5.0,110.0,21.0,54.0,6.75,26.74,47.46,87.82,2.0
6.0,79.0,42.0,37.0,6.59,24.87,295.61,82.84,0.0
4.0,39.0,24.0,14.0,7.19,30.55,106.07,90.9,1.0
7.0,30.0,65.0,82.0,6.11,20.71,76.78,15.28,1.0
8.0,83.0,7.0,45.0,6.7,29.08,25.33,90.74,3.0
3.0,83.0,45.0,21.0,5.72,18.83,79.75,58.75,3.0
1.0,28.0,65.0,23.0,7.41,28.39,74.24,61.89,3.0
4.0,40.0,21.0,8.0,7.42,34.91,102.19,92.88,1.0
3.0,68.0,41.0,16.0,6.16,21.78,102.09,57.81,3.0
2.0,15.0,11.0,38.0,6.63,23.13,109.39,92.68,3.0
2.0,2.0,24.0,38.0,5.92,24.56,111.97,91.64,3.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
2.0,32.0,14.0,37.0,6.83,22.73,104.68,88.49,3.0
0.0,6.0,62.0,22.0,5.82,20.53,120.45,18.09,0.0
9.0,38.0,36.0,21.0,6.56,28.03,36.12,84.88,1.0
6.0,95.0,55.0,42.0,5.95,26.8,193.35,82.15,0.0
9.0,34.0,35.0,21.0,6.68,28.45,58.19,82.68,1.0
3.0,84.0,57.0,25.0,6.49,22.54,64.41,67.99,3.0
7.0,23.0,72.0,84.0,6.92,19.02,79.93,17.13,1.0
8.0,85.0,9.0,53.0,6.45,28.21,28.79,92.87,3.0
9.0,31.0,51.0,25.0,7.2,27.54,53.02,85.57,1.0
0.0,4.0,67.0,25.0,5.95,23.79,119.64,24.36,0.0
2.0,9.0,16.0,39.0,6.1,18.41,105.18,91.12,3.0
3.0,61.0,41.0,17.0,6.02,25.14,76.68,65.26,3.0
3.0,76.0,44.0,17.0,5.86,20.42,65.28,62.55,3.0
6.0,61.0,52.0,41.0,6.88,24.98,204.8,83.89,0.0
8.0,114.0,27.0,48.0,6.53,27.82,26.32,93.04,3.0
9.0,31.0,53.0,16.0,6.45,28.74,48.55,85.82,1.0
2.0,11.0,18.0,42.0,5.94,21.58,102.86,94.88,3.0
4.0,18.0,14.0,11.0,6.55,28.05,117.13,90.01,1.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
9.0,8.0,54.0,20.0,7.03,28.33,38.8,80.77,1.0
8.0,106.0,10.0,49.0,6.35,27.73,20.21,92.01,3.0
4.0,6.0,8.0,11.0,6.6,24.36,119.69,92.4,1.0
3.0,99.0,36.0,20.0,6.67,20.58,78.35,65.35,3.0
7.0,37.0,55.0,82.0,6.42,19.46,78.45,18.02,1.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
9.0,34.0,59.0,23.0,6.94,28.56,56.48,83.25,1.0
5.0,102.0,14.0,52.0,6.51,26.79,57.74,89.65,2.0
7.0,37.0,55.0,82.0,6.42,19.46,78.45,18.02,1.0
3.0,65.0,60.0,22.0,6.61,25.37,107.91,72.52,3.0
9.0,31.0,53.0,16.0,6.45,28.74,48.55,85.82,1.0
2.0,0.0,5.0,36.0,6.15,24.35,105.53,90.89,3.0
8.0,98.0,7.0,45.0,6.16,27.79,26.85,92.51,3.0
7.0,41.0,69.0,82.0,6.72,20.02,68.98,16.63,1.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,67.0,58.0,39.0,5.45,25.28,220.12,80.54,0.0
5.0,120.0,19.0,49.0,6.76,25.79,56.45,84.27,2.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
5.0,105.0,14.0,50.0,6.42,26.21,59.66,87.69,2.0
2.0,6.0,18.0,37.0,5.94,19.66,108.05,89.94,3.0
1.0,25.0,65.0,21.0,6.88,33.86,69.24,68.59,3.0
2.0,12.0,29.0,40.0,6.59,19.68,111.28,89.75,3.0
8.0,84.0,18.0,46.0,6.78,27.09,25.32,93.42,3.0
8.0,82.0,13.0,52.0,6.44,27.12,26.52,94.87,3.0
3.0,87.0,54.0,20.0,6.58,25.62,108.83,63.47,3.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
4.0,28.0,7.0,9.0,6.73,34.59,115.57,92.13,1.0
9.0,20.0,45.0,22.0,6.9,29.59,54.96,89.99,1.0
0.0,12.0,78.0,23.0,6.0,16.07,88.07,18.72,0.0
2.0,33.0,23.0,45.0,7.12,20.0,112.34,85.84,3.0
6.0,79.0,43.0,39.0,7.06,21.67,210.81,80.71,0.0
3.0,79.0,51.0,16.0,6.59,25.34,96.46,68.5,3.0
7.0,27.0,62.0,77.0,6.58,18.2,70.18,14.71,1.0
8.0,108.0,26.0,52.0,6.2,28.83,26.24,94.27,3.0
9.0,24.0,44.0,17.0,6.67,29.86,50.66,80.03,1.0
5.0,105.0,30.0,50.0,6.38,25.3,57.04,81.78,2.0
9.0,14.0,37.0,15.0,6.58,27.96,48.94,83.98,1.0
3.0,73.0,58.0,21.0,6.6,19.97,60.65,57.68,3.0
0.0,27.0,56.0,20.0,5.54,19.26,94.95,20.51,0.0
5.0,109.0,21.0,55.0,6.77,24.9,57.45,89.74,2.0
5.0,98.0,25.0,52.0,6.22,25.28,49.29,83.15,2.0
7.0,20.0,60.0,78.0,6.36,18.17,90.78,14.7,1.0
7.0,49.0,55.0,78.0,7.86,18.66,81.71,16.18,1.0
7.0,36.0,65.0,80.0,6.05,18.29,74.87,16.68,1.0
2.0,5.0,24.0,40.0,6.3,24.69,104.67,93.87,3.0
7.0,20.0,79.0,77.0,7.65,18.55,76.33,16.03,1.0
4.0,21.0,17.0,15.0,7.46,23.98,118.49,91.55,1.0
4.0,12.0,6.0,8.0,6.39,30.85,107.41,92.87,1.0
8.0,115.0,12.0,52.0,6.69,27.51,21.02,94.96,3.0
0.0,31.0,55.0,22.0,5.87,22.91,109.23,21.34,0.0
3.0,92.0,60.0,23.0,5.72,18.67,69.93,71.52,3.0
1.0,52.0,65.0,20.0,6.81,32.82,68.84,66.16,3.0
4.0,32.0,18.0,13.0,6.04,13.84,107.99,91.75,1.0
2.0,29.0,16.0,36.0,5.74,19.81,102.86,88.93,3.0
8.0,95.0,21.0,47.0,6.43,27.93,20.66,93.56,3.0
6.0,60.0,48.0,39.0,7.04,24.28,231.09,80.3,0.0
9.0,34.0,35.0,21.0,6.68,28.45,58.19,82.68,1.0
0.0,22.0,70.0,19.0,5.52,18.24,69.45,21.08,0.0
8.0,101.0,17.0,47.0,6.19,29.49,26.31,94.73,3.0
2.0,13.0,30.0,37.0,6.28,20.86,106.87,91.62,3.0
5.0,104.0,17.0,46.0,6.19,25.71,43.09,80.23,2.0
2.0,9.0,16.0,39.0,6.1,18.41,105.18,91.12,3.0
6.0,65.0,37.0,40.0,5.33,23.36,188.41,83.6,0.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
3.0,86.0,55.0,21.0,6.8,21.54,109.75,59.64,3.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
4.0,1.0,15.0,9.0,7.53,29.98,115.36,94.55,1.0
4.0,37.0,6.0,13.0,7.51,26.03,101.28,91.51,1.0
4.0,37.0,18.0,12.0,7.4,10.27,106.7,90.19,1.0
7.0,20.0,79.0,77.0,7.65,18.55,76.33,16.03,1.0
1.0,43.0,68.0,20.0,7.5,29.58,69.44,66.18,3.0
8.0,95.0,21.0,47.0,6.43,27.93,20.66,93.56,3.0
0.0,7.0,79.0,23.0,5.82,19.64,96.66,19.69,0.0
9.0,40.0,58.0,15.0,6.98,29.46,43.15,87.61,1.0
0.0,6.0,62.0,22.0,5.82,20.53,120.45,18.09,0.0
2.0,40.0,18.0,43.0,5.77,19.39,109.91,86.79,3.0
1.0,55.0,60.0,15.0,7.16,32.8,64.11,68.78,3.0
7.0,28.0,58.0,81.0,6.18,17.48,93.35,16.54,1.0
7.0,35.0,66.0,81.0,6.14,19.37,85.25,15.77,1.0
7.0,45.0,61.0,78.0,6.49,19.49,81.53,16.06,1.0
6.0,90.0,44.0,38.0,7.47,23.84,241.2,83.88,0.0
5.0,119.0,9.0,50.0,6.25,26.75,40.79,83.92,2.0
2.0,39.0,17.0,45.0,6.92,18.1,104.88,90.42,3.0
2.0,3.0,26.0,39.0,7.08,24.38,103.6,91.19,3.0
1.0,44.0,63.0,15.0,7.34,26.42,63.47,64.51,3.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
0.0,26.0,80.0,18.0,5.58,19.33,104.78,23.33,0.0
2.0,29.0,21.0,45.0,6.75,23.41,105.22,93.13,3.0
1.0,50.0,64.0,25.0,6.73,28.84,70.25,63.37,3.0
2.0,9.0,8.0,40.0,6.55,22.49,111.66,89.92,3.0
2.0,3.0,9.0,45.0,6.54,23.89,104.62,89.62,3.0
1.0,59.0,63.0,18.0,6.53,31.66,66.69,60.13,3.0
4.0,39.0,28.0,10.0,7.18,31.35,109.15,91.48,1.0
7.0,27.0,79.0,82.0,6.31,17.07,70.87,17.54,1.0
7.0,53.0,73.0,77.0,7.33,19.71,73.64,18.1,1.0
9.0,33.0,57.0,17.0,6.78,27.9,57.8,88.72,1.0
8.0,113.0,20.0,48.0,6.44,27.47,27.28,94.88,3.0
7.0,25.0,68.0,77.0,7.7,20.09,85.75,15.11,1.0
9.0,39.0,37.0,15.0,6.82,29.0,59.84,83.79,1.0
0.0,22.0,71.0,17.0,5.51,18.15,107.69,19.39,0.0
8.0,109.0,26.0,45.0,6.22,28.28,21.59,90.39,3.0
5.0,82.0,23.0,49.0,6.87,26.81,51.7,87.22,2.0
3.0,87.0,54.0,20.0,6.58,25.62,108.83,63.47,3.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
0.0,40.0,73.0,20.0,5.81,21.59,61.14,20.32,0.0
1.0,29.0,63.0,17.0,7.26,30.03,66.47,67.89,3.0
9.0,34.0,35.0,21.0,6.68,28.45,58.19,82.68,1.0
1.0,29.0,63.0,17.0,7.26,30.03,66.47,67.89,3.0
3.0,87.0,54.0,20.0,6.58,25.62,108.83,63.47,3.0
7.0,51.0,72.0,75.0,7.1,18.89,80.11,14.99,1.0
4.0,40.0,22.0,6.0,6.49,24.54,115.98,91.91,1.0
2.0,0.0,27.0,38.0,6.74,22.45,109.39,89.9,3.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
5.0,88.0,29.0,51.0,6.1,24.72,48.46,88.95,2.0
2.0,3.0,9.0,45.0,6.54,23.89,104.62,89.62,3.0
8.0,114.0,27.0,48.0,6.53,27.82,26.32,93.04,3.0
9.0,29.0,45.0,16.0,6.58,28.44,43.12,87.91,1.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
8.0,106.0,10.0,49.0,6.35,27.73,20.21,92.01,3.0
9.0,19.0,39.0,17.0,6.89,29.28,44.47,81.8,1.0
7.0,53.0,65.0,76.0,6.72,20.19,77.34,16.42,1.0
5.0,113.0,30.0,50.0,6.28,26.04,43.88,83.99,2.0
7.0,27.0,79.0,82.0,6.31,17.07,70.87,17.54,1.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
3.0,77.0,36.0,23.0,6.65,24.71,88.45,56.73,3.0
6.0,83.0,41.0,43.0,6.25,21.05,233.11,82.68,0.0
4.0,37.0,6.0,13.0,7.51,26.03,101.28,91.51,1.0
9.0,10.0,59.0,22.0,7.16,28.61,36.95,86.99,1.0
4.0,9.0,8.0,15.0,7.99,14.34,110.22,94.36,1.0
3.0,89.0,60.0,17.0,5.98,25.38,101.7,57.21,3.0
1.0,48.0,61.0,21.0,6.63,30.28,65.63,61.69,3.0
2.0,25.0,17.0,40.0,6.61,18.91,111.28,87.75,3.0
4.0,1.0,17.0,6.0,6.82,10.79,117.53,91.38,1.0
7.0,32.0,71.0,85.0,6.4,20.63,92.07,14.44,1.0
0.0,13.0,60.0,25.0,5.69,17.14,128.26,20.61,0.0
4.0,24.0,18.0,6.0,6.29,26.57,116.38,94.45,1.0
8.0,118.0,18.0,52.0,6.56,28.05,20.76,90.83,3.0
8.0,118.0,18.0,52.0,6.56,28.05,20.76,90.83,3.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
7.0,59.0,70.0,84.0,7.55,17.33,82.62,18.75,1.0
6.0,95.0,55.0,42.0,5.95,26.8,193.35,82.15,0.0
0.0,27.0,59.0,22.0,5.79,21.81,130.06,23.21,0.0
5.0,91.0,21.0,50.0,6.76,24.34,48.32,81.44,2.0
7.0,26.0,80.0,83.0,7.53,17.08,71.31,16.15,1.0
2.0,36.0,7.0,37.0,5.78,19.87,108.32,86.36,3.0
